Curso,Cupo,NRC,Sección,Créditos,Periodo,Parte de Periodo,Instructor Principal,Lugar,Ofrecidos,Inscritos,Disponibles,Días,Horas,Salón,Fecha inicio,Fecha fin,Edificio
PATO-5304 QX UROLÓGICA III,2,70617,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,2,2,,,,,,
PATO-5305 QX GINECOLÓGICA Y PERIN. III,2,70618,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,2,2,,,,,,
PATO-5306 QX CABEZA Y CUELLO III,2,70619,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,2,2,,,,,,
PATO-5307 QX GLÁNDULA MAMARIA III,3,70620,1,3,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,1,3,,,,,,
PATO-5308 QX TEJIDOS BLANDOS - HUESO III,2,70621,1,2,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,2,2,,,,,,
PATO-5309 HEMATOPATOPATOLOGÍA Y CITOMETRÍA DE FLUJO III,2,70622,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,2,2,,,,,,
PATO-5311 PATO. RENAL Y ULTRA ESTRUCT II,1,70624,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,3,1,,,,,,
PATO-5312 DERMATOPATOLOGÍA II,1,70625,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,3,1,,,,,,
PATO-5313 PATOLOGÍA MOLECULAR II,2,70626,1,12,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,2,2,,,,,,
PATO-5314 QX NEUROPATOL. MUSC. NERVIO II,2,70627,1,2,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,4,2,2,,,,,,
PATO-5400 TRABAJO DE GRADO III,Sin cupo,74776,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,4,4,0,,,,,,
PATO-5600 TRABAJO DE GRADO V,Sin cupo,74777,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,4,4,0,,,,,,
PEDI-5100 PEDIATRÍA BÁSICA 1,Sin cupo,74778,1,3,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,12,12,0,,,,,,
PEDI-5101 HOSPITALIZACIÓN 1 - FUNDACIÓN SANTA FE DE BOGOTA,Sin cupo,38433,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5102 HOSPITALIZACIÓN 1 - INSTITUTO ROOSEVELT,Sin cupo,38434,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5103 URGENCIAS - FUNDACIÓN SANTA FE DE BOGOTÁ,Sin cupo,38435,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5104 URGENCIAS - CLINICA INFANTIL COLSUBSIDIO,Sin cupo,38436,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5105 CONSULTA EXTERNA - CENTRO AMBULATORIO GUSTAVO ESCALLON CAYZEDO FSFB MADRID,Sin cupo,38437,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5106 PEDIATRIA SOCIAL - CENTRO AMBULATORIO GUSTAVO ESCALLON CAYZEDO FSFB MADRID,Sin cupo,38438,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5201 ORTOPEDIA - INSTITUTO ROOSEVELT,Sin cupo,38440,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5202 NEUROLOGÍA - INSTITUTO ROOSEVELT,Sin cupo,38441,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5203 PSIQUIATRÍA - INSTITUTO ROOSEVELT,Sin cupo,38442,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5204 SALA DE PARTOS Y UNIDAD INTERMEDIA DE NEONATOS - FUNDACIÓN SANTA FE DE BOGOTA,Sin cupo,38443,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5205 RADIOLOGÍA - CLINICA INFANTIL COLSUBSIDIO,Sin cupo,38444,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5206 DERMATOLOGÍA - CLINICA INFANTIL COLSUBSIDIO,Sin cupo,38445,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5301 HOSPITALIZACIÓN 2 FSFB,Sin cupo,51721,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,7,-1,,,,,,
PEDI-5302 HOSPITALIZACIÓN 2 IOIR,Sin cupo,51722,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5303 NEUMOLOGÍA IOIR,Sin cupo,51723,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5304 NEUMOLOGÍA FSFB,Sin cupo,51815,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
"PEDI-5305 GASTRO, HEPATO Y NUTRICIÓN FSF",Sin cupo,51816,1,10,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5400 PEDIATRÍA AVANZADA 2,Sin cupo,74779,1,3,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,18,18,0,,,,,,
PEDI-5401 NEFROLOGÍA FSFB - I. ROOSEVELT,Sin cupo,44754,1,5,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,7,-1,,,,,,
PEDI-5402 CUIDADO INTENSIVO NEONATAL,Sin cupo,44755,1,10,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5403 CARDIOLOGÍA CLÍNICA SHAIO,Sin cupo,44756,1,5,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5404 GESTIÓN CLÍNICA FSFB,Sin cupo,44757,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5501 CUIDADO INTENSIVO PEDIÁTRICO F,Sin cupo,47819,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,7,-1,,,,,,
PEDI-5502 CUIDADO INTENSIVO PEDIÁTRICO I,Sin cupo,47820,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5503 ONCOHEMATOLOGÍA,Sin cupo,47821,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5504 ENDOCRINOLOGÍA,Sin cupo,49033,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5505 GENÉTICA Y ENFERMEDADES METABÓ,Sin cupo,47822,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5506 OFTALMOLOGÍA,Sin cupo,47823,1,2,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5507 OTORRINOLARINGOLOGÍA,Sin cupo,47824,1,2,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5600 INFECTOLOGÍA,Sin cupo,51817,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5601 ALERGOLOGÍA,Sin cupo,51818,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5602 REUMATOLOGÍA,Sin cupo,51819,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5603 ELECTIVA I,Sin cupo,51820,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,7,-1,,,,,,
PEDI-5604 ELECTIVA II,Sin cupo,51821,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PEDI-5605 ELECTIVA III,Sin cupo,51822,1,4,202510,ESPECIALIDADES MEDICAS,EXTERNO UNIVERSIDAD,EXTERNO UNIVERSIDAD,6,6,0,,,,,,
PMED-5000 DISEÑO DE INVESTIGACIÓN CLÍNICA,Sin cupo,74780,1,2,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,15,19,-4,,,,,,
PMED-5001 EPIDEMIOLOGÍA CLÍNICA,Sin cupo,74781,1,2,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,6,21,-15,,,,,,
PMED-5100 EPIDEMIOLOGIA CLINICA,Sin cupo,74782,1,3,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,6,12,-6,,,,,,
PMED-5101 HABILIDADES DE COMUNICACIÓN 1,Sin cupo,51823,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,15,16,-1,,,,,,
PMED-5201 HABILIDADES DE COMUNICACIÓN II,6,51824,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,15,9,6,,,,,,
PMED-5301 D. INVESTIGACIÓN CLÍNICA,4,74783,1,3,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,10,6,4,,,,,,
PMED-5302 EDU. EN PRÁCTICA CLÍNICA,Sin cupo,74784,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,10,24,-14,,,,,,
PMED-5303 TRABAJO DE GRADO,Sin cupo,58009,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,6,6,0,,,,,,
PMED-5404 TRABAJO DE GRADO 2,Sin cupo,58012,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,6,6,0,,,,,,
PMED-5501 ANÁLISIS DE LA LITERATURA 2,Sin cupo,52437,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,6,6,0,,,,,,
PMED-5502 ESCRITURA CIENTÍFICA,Sin cupo,51830,1,2,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,6,8,-2,,,,,,
PMED-5502 ESCRITURA CIENTÍFICA,5,75814,2,2,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,6,1,5,,,,,,
PMED-5503 DILEMAS ÉTICOS II,4,51831,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,10,6,4,,,,,,
PMED-5504 TRABAJO GRADO III,Sin cupo,58013,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,6,6,0,,,,,,
PMED-5604 TRABAJO DE GRADO IV,Sin cupo,58014,1,1,202510,16 SEMANAS,MEDICINA-CENTRO DE PRACTICAS,MEDICINA-CENTRO DE PRACTICAS,6,6,0,,,,,,
PSCL-4100 PSICOLOGÍA CLÍNICA I,4,74785,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,40,36,4,I,0700-0950,.GB_104,2025-01-21,2025-05-24,.Bloque GB
PSCL-4102 PSICOLOGÍA CLÍNICA III,5,74786,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,25,20,5,I,0700-0950,.AU_206,2025-01-21,2025-05-24,.Edif. Aulas
PSCL-4104 TALLER DE HABILIDADES CLÍNICAS,5,74787,1,6,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,40,35,5,L,0700-0950,.SD_807,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
PSCL-4104 TALLER DE HABILIDADES CLÍNICAS,5,74787,1,6,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,40,35,5,V,0700-0950,.SD_807,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
PSCL-4105 PRÁCTICA CLÍNICA SUPERVISADA I,7,13274,1,6,202510,16 SEMANAS,NO DEFINIDO,NO DEFINIDO,10,3,7,,,,,,
PSCL-4106 PRÁCTICA CLÍNICA SUPERV. II,3,11516,1,6,202510,16 SEMANAS,NO DEFINIDO,NO DEFINIDO,20,17,3,,,,,,
PSCL-4108 PRÁCTICA CLÍNICA SUPERV. IV,3,11517,1,6,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,5,2,3,,,,,,
PSCL-4109 REVISTA DE CASOS CLÍNICOS I,7,11357,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,3,7,M,1000-1150,.AU_302,2025-01-21,2025-05-24,.Edif. Aulas
PSCL-4110 REVISTA DE CASOS CLÍNICOS II,3,11358,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,17,3,M,1000-1150,.AU_302,2025-01-21,2025-05-24,.Edif. Aulas
PSCL-4112 REVISTA DE CASOS CLÍNICOS IV,3,12751,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,5,2,3,M,1000-1150,.AU_302,2025-01-21,2025-05-24,.Edif. Aulas
PSCL-4113 TALLER DE SUPERVISION CLINICA,1,74790,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,19,1,M,1700-1950,.GB_101,2025-02-04,2025-02-25,.Bloque GB
PSCL-4113 TALLER DE SUPERVISION CLINICA,1,74790,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,19,1,M,1700-1950,.GB_101,2025-05-06,2025-05-06,.Bloque GB
PSCL-4226 TERAPIA DE ACEPTACIÓN Y COMPROMISO (ACT),Sin cupo,74974,1,2,202510,16 SEMANAS,VIRTUAL,VIRTUAL,15,30,-15,I,1800-1950,.VIRT,2025-01-21,2025-05-24,.VIRTUAL
PSCL-4227 EUTANASIA Y MUERTE DIGNA (CICLO 2 DE 8 SEMANAS),5,75679,1,2,202510,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,25,5,J,1700-1950,.O_302,2025-03-25,2025-05-24,.Edif. Henry Yerly (O)
PSCL-4228 IMPLICACIONES CLÍNICAS DEL TRAUMA Y LAS VIOLENCIAS (CICLO 1 DE 8 SEMANAS),3,75680,1,2,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,27,3,L,1000-1250,.B_202,2025-01-21,2025-03-15,.Bloque B
PSCL-4400 INVESTIGACIÓN DIRIGIDA,4,31364,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,8,4,4,,,,,,
PSIC-1040 BIENESTAR Y HABITOS SALUDABLES AL ALCANCE DE TODOS,2,66635,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,28,2,M,1100-1220,.LL_302,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
PSIC-1040 BIENESTAR Y HABITOS SALUDABLES AL ALCANCE DE TODOS,2,66635,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,28,2,J,1100-1220,.LL_302,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
PSIC-2601 PSICOMETRIA,Sin cupo,13263,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,10,0,L,0800-0950,.ML_515,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
PSIC-3600 OPCION GRADO MATERIAS MAESTRIA,17,13445,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,13,17,,,,,,
PSIC-3705 TRABAJO DE GRADO 1 06,17,10442,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,3,17,,,,,,
PSIC-3706 TRABAJO DE GRADO 2 06,11,10440,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,9,11,,,,,,
PSIC-3800 PSICOLOGIA APLICADA (CICLO 1 DE 8 SEMANAS),3,66601,1,0,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,17,3,M,0700-0850,.RGD_005,2025-01-21,2025-03-15,.centro cívico
PSIC-3800 PSICOLOGIA APLICADA (CICLO 1 DE 8 SEMANAS),3,66601,1,0,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,17,3,J,0700-0850,.RGD_05,2025-01-21,2025-03-15,.centro cívico
PSIC-3801 ETICA PROFESIONAL (CICLO 2 DE 8 SEMANAS),7,66602,1,3,202510,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,23,7,M,1530-1650,.ML_603,2025-03-25,2025-05-24,.Edif. Mario Laserna (ML)
PSIC-3801 ETICA PROFESIONAL (CICLO 2 DE 8 SEMANAS),7,66602,1,3,202510,SEGUNDO CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,23,7,J,1530-1650,.ML_603,2025-03-25,2025-05-24,.Edif. Mario Laserna (ML)
PSIC-3811 PRÁCTICA 1 06,17,10650,1,9,202510,16 SEMANAS,NO DEFINIDO,NO DEFINIDO,40,23,17,,,,,,
PSIC-3812 PRÁCTICA 2 06,12,10651,1,9,202510,16 SEMANAS,NO DEFINIDO,NO DEFINIDO,40,28,12,,,,,,
PSIC-3814 INFORME OPCIÓN DE GRADO PROFESIONAL,19,15093,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,30,11,19,,,,,,
PSIC-3923 ABORDAJE PSICOSOCIAL DE LA DIVERSIDAD SEXUAL Y DE GÉNERO,3,75990,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,25,22,3,I,1700-1950,.SD_303,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
PSIC-3961 PSICOPATOLOGIA,Sin cupo,66603,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,17,18,-1,I,0700-0820,.O_305,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
PSIC-3961 PSICOPATOLOGIA,Sin cupo,66603,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,17,18,-1,V,0700-0820,.R_210,2025-01-21,2025-05-24,.Edif. Richard (R)
PSIC-3962 DESARROLLO PSICOLOGICO,Sin cupo,10441,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,18,-3,I,1400-1520,.C_105,2025-01-21,2025-05-24,.Bloque C
PSIC-3962 DESARROLLO PSICOLOGICO,Sin cupo,10441,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,15,18,-3,V,1400-1520,.C_105,2025-01-21,2025-05-24,.Bloque C
PSIC-3982 DISEÑO DE PROGRAMAS SOCIALES,9,69502,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,11,9,M,1400-1520,.TX_602,2025-01-21,2025-05-24,.Bloque TX
PSIC-3982 DISEÑO DE PROGRAMAS SOCIALES,9,69502,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,11,9,J,1400-1520,.TX_602,2025-01-21,2025-05-24,.Bloque TX
PSIC-4100 DISEÑO DE PROYECTOS DE INVESTIGACION I,3,74795,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,10,7,3,,,,,,
PSIC-4107 DISEÑO PROYECTO DE INVESTIGACION III Y COLOQUIO II,2,16001,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,4,2,2,V,1400-1650,.GB_104,2025-01-21,2025-05-24,.Bloque GB
PSIC-4108 DISEÑO PROYECTO DE INVESTIGACION IV Y COLOQUIO III,2,62394,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,8,6,2,V,1400-1650,.GB_104,2025-01-21,2025-05-24,.Bloque GB
PSIC-4890 SUSTENTACIÓN PROYECTO INVESTIGACIÓN MAESTRÍA,4,64055,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,5,1,4,,,,,,
PSIC-6400 PASANTIA,Sin cupo,65444,1,12,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,2,2,0,,,,,,
PSIC-6970 EXAMEN COMPRENSIVO CURSOS FUNDAMENTALES,1,74797,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,3,2,1,,,,,,
PSIC-6973 SUSTENTACIÓN PROYECTO DE INVESTIGACIÓN DOCTORADO,Sin cupo,74798,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,1,1,0,,,,,,
PSIC-6980 TESIS Y COLOQUIO DOCTORALES,Sin cupo,62398,1,4,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,1,1,0,V,1400-1650,.GB_104,2025-01-21,2025-05-24,.Bloque GB
PSIC-6981 TESIS Y COLOQUIO DOCTORALES,Sin cupo,12072,1,8,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,4,4,0,V,1400-1650,.GB_104,2025-01-21,2025-05-24,.Bloque GB
PSIC-6990 SUSTENTACION DE TESIS DOCTORAL,Sin cupo,55650,1,0,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,3,5,-2,,,,,,
PSIG-1106 SEMILLERO LAB. COGNICIÓN,4,71832,1,1,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,5,1,4,,,,,,
PSIG-1109 SEMILLERO NEUROCIENCIA SOCIAL,Sin cupo,71833,1,1,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,8,8,0,,,,,,
PSIG-1110 SEMILLERO NEUROCIENCIAS,Sin cupo,65676,1,1,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,1,3,-2,V,1800-1920,.ML_110,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
PSIG-1113 SEMILLERO PSICOGERONTOLOGÍA,2,65679,1,1,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,5,3,2,M,1300-1350,.NOREQ,2025-01-21,2025-05-24,.No Requiere
PSIG-1117 SEMILLERO SALUD COMUNITARIA,Sin cupo,68643,1,1,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,5,5,0,,,,,,
PSIG-1120 SEMILLERO RELACIONES DE PAREJA,2,73444,1,1,202510,16 SEMANAS,VIRTUAL,VIRTUAL,15,13,2,V,1100-1150,.VIRT,2025-01-21,2025-05-24,.VIRTUAL
PSIG-1201 FUNDAMENTOS DE PSICOBIOLOGÍA,5,65683,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,62,57,5,L,0800-0920,.O_105,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
PSIG-1201 FUNDAMENTOS DE PSICOBIOLOGÍA,5,65683,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,62,57,5,I,0800-0920,.O_105,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
PSIG-1401 PROBLEMAS FUND. PSICOLOGÍA 1,16,65684,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,50,34,16,L,0930-1050,.O_205,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
PSIG-1401 PROBLEMAS FUND. PSICOLOGÍA 1,16,65684,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,50,34,16,I,0930-1050,.O_205,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
PSIG-1401 PROBLEMAS FUND. PSICOLOGÍA 1,11,69454,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,50,39,11,M,0930-1050,.ML_617,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
PSIG-1401 PROBLEMAS FUND. PSICOLOGÍA 1,11,69454,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,50,39,11,J,0930-1050,.O_205,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
