Curso,NRC,Periodo,Edificio,Salón,Días,Horas,Inscritos
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,75442,202510,.Edif. Henry Yerly (O),.O_403,J,1230-1350,50
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,75442,202510,.Edif. Henry Yerly (O),.O_403,V,1230-1350,50
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,75442,202510,.centro cívico,.RGD_005,M,1230-1350,50
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,75442,202510,.centro cívico,.RGD_005,J,1230-1350,50
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,75442,202510,.centro cívico,.RGD_05,V,1230-1350,50
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,70286,202510,.Edif. Mario Laserna (ML),.ML_608,L,1230-1350,47
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,70286,202510,.Edif. Mario Laserna (ML),.ML_608,M,1230-1350,47
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,70286,202510,.Edif. Mario Laserna (ML),.ML_617,J,1230-1350,47
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,75443,202510,.Edif. J.M.Santodomingo (SD),.SD_203-4,M,1230-1350,50
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,75443,202510,.Edif. J.M.Santodomingo (SD),.SD_203-4,J,1230-1350,50
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,75443,202510,.Edif. J.M.Santodomingo (SD),.SD_203-4,V,1230-1350,50
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,66030,202510,.Edif. Henry Yerly (O),.O_103,M,1100-1220,65
MATE-1254 CALCULO DIFERENCIAL E INTEGRAL,66030,202510,.Edif. Henry Yerly (O),.O_103,J,1100-1220,65
MATE-1254C CALCULO DIF-INTEGRAL COMPLEMEN,72937,202510,.Edif. J.M.Santodomingo (SD),.SD_803,I,1100-1150,23
MATE-1254C CALCULO DIF-INTEGRAL COMPLEMEN,72937,202510,.Edif. J.M.Santodomingo (SD),.SD_803,S,1100-1150,23
MATE-1254C CALCULO DIF-INTEGRAL COMPLEMEN,72939,202510,.Edif. Aulas,.AU_203,I,1100-1150,21
MATE-1254C CALCULO DIF-INTEGRAL COMPLEMEN,72939,202510,.Edif. Aulas,.AU_203,S,1100-1150,21
MATE-1254C CALCULO DIF-INTEGRAL COMPLEMEN,72940,202510,.Edif. Mario Laserna (ML),.ML_509,I,1100-1150,21
MATE-1254C CALCULO DIF-INTEGRAL COMPLEMEN,72940,202510,.Edif. Mario Laserna (ML),.ML_509,S,1100-1150,21
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),36113,202510,.Edif. Alberto Lleras (LL),.LL_204,M,0630-0750,41
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),36113,202510,.Edif. Alberto Lleras (LL),.LL_204,J,0630-0750,41
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),36113,202510,.Edif. Alberto Lleras (LL),.LL_204,V,0630-0750,41
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),39376,202510,.Edif. Alberto Lleras (LL),.LL_204,M,1100-1220,40
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),39376,202510,.Edif. Alberto Lleras (LL),.LL_204,J,1100-1220,40
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),39376,202510,.Edif. Alberto Lleras (LL),.LL_204,V,1100-1220,40
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),72941,202510,.Edif. Roberto Franco (G),.G_101,M,1230-1350,28
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),72941,202510,.Edif. Roberto Franco (G),.G_101,I,1230-1350,28
MATE-1501 ESTADISTICA 1 (CIENCIAS SOCIALES),72941,202510,.Edif. Roberto Franco (G),.G_101,V,1230-1350,28
MATE-1506 PROBABILIDAD Y ESTADISTICA 2,14920,202510,.Edif. Enrique Cavelier(S1),.S1_003,M,1600-1750,40
MATE-1506 PROBABILIDAD Y ESTADISTICA 2,14920,202510,.Edif. Mario Laserna (ML),.ML_509,J,1600-1750,40
MATE-1506 PROBABILIDAD Y ESTADISTICA 2,14920,202510,.Edif. Mario Laserna (ML),.ML_509,J,1600-1750,40
MATE-1506 PROBABILIDAD Y ESTADISTICA 2,55664,202510,.Edif. Henry Yerly (O),.O_103,M,1600-1750,44
MATE-1506 PROBABILIDAD Y ESTADISTICA 2,55664,202510,.Edif. Mario Laserna (ML),.ML_510,J,1600-1750,44
MATE-1506 PROBABILIDAD Y ESTADISTICA 2,55664,202510,.Edif. Mario Laserna (ML),.ML_510,J,1600-1750,44
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72944,202510,.Edif. Henry Yerly (O),.O_305,M,1100-1220,44
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72944,202510,.Edif. Henry Yerly (O),.O_305,I,1100-1220,44
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72944,202510,.Edif. Henry Yerly (O),.O_203,V,1100-1220,44
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72944,202510,.Edif. Mario Laserna (ML),.ML_510,V,1100-1220,44
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72945,202510,.centro cívico,.RGD_112-13,M,1100-1220,44
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72945,202510,.Edif. J.M.Santodomingo (SD),.SD_804,I,1100-1220,44
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72945,202510,.Bloque B,.B_201,V,1100-1220,44
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72945,202510,.Edif. Mario Laserna (ML),.ML_511,V,1100-1220,44
MATE-1509 PROB Y ESTADISTICA (REFORMADO),75451,202510,.centro cívico,.RGD_311,M,1100-1220,32
MATE-1509 PROB Y ESTADISTICA (REFORMADO),75451,202510,.Edif. Aulas,.AU_101,I,1100-1220,32
MATE-1509 PROB Y ESTADISTICA (REFORMADO),75451,202510,.Edif. Mario Laserna (ML),.ML_614,V,1100-1220,32
MATE-1509 PROB Y ESTADISTICA (REFORMADO),75451,202510,.Edif. Mario Laserna (ML),.ML_512,V,1100-1220,32
MATE-1741 BIOESTADÍSTICA,75452,202510,.Edif. Henry Yerly (O),.O_104,L,0800-0920,97
MATE-1741 BIOESTADÍSTICA,75452,202510,.Edif. Henry Yerly (O),.O_104,M,0800-0920,97
MATE-1741 BIOESTADÍSTICA,75452,202510,.Edif. Henry Yerly (O),.O_104,J,0800-0920,97
MATE-2101 ALGEBRA ABSTRACTA 1,10191,202510,.Edif. Mario Laserna (ML),.ML_614,I,1400-1550,17
MATE-2101 ALGEBRA ABSTRACTA 1,10191,202510,.Edif. Mario Laserna (ML),.ML_614,V,1400-1550,17
MATE-2201 ANALISIS 1,10004,202510,.Edif. Henry Yerly (O),.O_405,I,0900-1050,37
MATE-2201 ANALISIS 1,10004,202510,.Edif. Henry Yerly (O),.O_405,V,0900-1050,37
MATE-2210 CALCULO DE VARIABLE COMPLEJA (INGENIERIA),13577,202510,.centro cívico,.RGD_206-7,I,0630-0750,14
MATE-2210 CALCULO DE VARIABLE COMPLEJA (INGENIERIA),13577,202510,.Centro del Japón (CJ),.CJ_001,V,0630-0750,14
MATE-2210 CALCULO DE VARIABLE COMPLEJA (INGENIERIA),70310,202510,.Edif. J.M.Santodomingo (SD),.SD_201-2,M,1530-1650,21
MATE-2210 CALCULO DE VARIABLE COMPLEJA (INGENIERIA),70310,202510,.Edif. J.M.Santodomingo (SD),.SD_201-2,J,1530-1650,21
MATE-2211 CALCULO DE VARIABLE COMPLEJA,12053,202510,.Bloque C,.C_209,M,0700-0850,6
MATE-2211 CALCULO DE VARIABLE COMPLEJA,12053,202510,.Bloque C,.C_209,J,0700-0850,6
MATE-2301 ECUACIONES DIFERENCIALES,58490,202510,.Edif. Roberto Franco (G),.G_101,M,0930-1050,80
MATE-2301 ECUACIONES DIFERENCIALES,58490,202510,.Edif. Roberto Franco (G),.G_101,J,0930-1050,80
MATE-2301C ECUACIONES DIFERENCIALES,72957,202510,.Edif. Aulas,.AU_206,L,1000-1050,25
MATE-2301C ECUACIONES DIFERENCIALES,72957,202510,.Edif. Aulas,.AU_206,I,1000-1050,25
MATE-2301C ECUACIONES DIFERENCIALES,72958,202510,.Edif. Aulas,.AU_201,L,1000-1050,29
MATE-2301C ECUACIONES DIFERENCIALES,72958,202510,.Edif. Aulas,.AU_201,I,1000-1050,29
MATE-2301C ECUACIONES DIFERENCIALES,72959,202510,.Bloque Q,.Q_308,L,1000-1050,26
MATE-2301C ECUACIONES DIFERENCIALES,72959,202510,.Bloque Q,.Q_308,I,1000-1050,26
MATE-2303 ECUACIONES DIFERENCIALES (INGENIERÍA),30443,202510,.centro cívico,.RGD_004,L,1400-1520,48
MATE-2303 ECUACIONES DIFERENCIALES (INGENIERÍA),30443,202510,.centro cívico,.RGD_004,I,1400-1520,48
MATE-2303C COMPLEMENTARIA ECUACIONES DIFERENCIALES (INGENIERÍA),72962,202510,.Edif. Alberto Lleras (LL),.LL_302,M,1400-1450,21
MATE-2303C COMPLEMENTARIA ECUACIONES DIFERENCIALES (INGENIERÍA),72962,202510,.Edif. Alberto Lleras (LL),.LL_302,J,1400-1450,21
MATE-2303C COMPLEMENTARIA ECUACIONES DIFERENCIALES (INGENIERÍA),72966,202510,.Edif. Aulas,.AU_308,M,1400-1450,27
MATE-2303C COMPLEMENTARIA ECUACIONES DIFERENCIALES (INGENIERÍA),72966,202510,.Edif. Aulas,.AU_308,J,1400-1450,27
MATE-2509 ESTADISTICA (ECONOMIA),27467,202510,.Bloque B,.B_202,L,0630-0750,40
MATE-2509 ESTADISTICA (ECONOMIA),27467,202510,.Bloque B,.B_202,M,0630-0750,40
MATE-2509 ESTADISTICA (ECONOMIA),27467,202510,.Edif. Mario Laserna (ML),.ML_510,J,0630-0750,40
MATE-2509 ESTADISTICA (ECONOMIA),27467,202510,.Edif. Mario Laserna (ML),.ML_510,J,0630-0750,40
MATE-2509 ESTADISTICA (ECONOMIA),28178,202510,.Bloque B,.B_402,L,1100-1220,52
MATE-2509 ESTADISTICA (ECONOMIA),28178,202510,.Bloque Q,.Q_405,M,1100-1220,52
MATE-2509 ESTADISTICA (ECONOMIA),28178,202510,.Bloque B,.B_203,V,1100-1220,52
MATE-2509 ESTADISTICA (ECONOMIA),28178,202510,.Edif. Mario Laserna (ML),.ML_509,V,1100-1220,52
MATE-2509 ESTADISTICA (ECONOMIA),28179,202510,.Edif. Mario Laserna (ML),.ML_608,L,1100-1220,53
MATE-2509 ESTADISTICA (ECONOMIA),28179,202510,.Edif. Mario Laserna (ML),.ML_608,M,1100-1220,53
MATE-2509 ESTADISTICA (ECONOMIA),28179,202510,.Edif. Henry Yerly (O),.O_105,J,1100-1220,53
MATE-2509 ESTADISTICA (ECONOMIA),28179,202510,.Edif. Mario Laserna (ML),.ML_509,J,1100-1220,53
MATE-2510 PROBABILIDAD (HONORES),29769,202510,.Bloque C,.C_209,I,1600-1750,15
MATE-2510 PROBABILIDAD (HONORES),29769,202510,.Bloque C,.C_209,V,1600-1750,15
MATE-2604 TEORIA DE ANALISIS NUMERICO,29771,202510,.Edif. Mario Laserna (ML),.ML_617,M,1100-1250,18
MATE-2604 TEORIA DE ANALISIS NUMERICO,29771,202510,.Edif. Henry Yerly (O),.O_205,J,1100-1250,18
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,10437,202510,.Edif. Henry Yerly (O),.O_305,M,0930-1050,34
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,10437,202510,.Edif. Henry Yerly (O),.O_305,J,0930-1050,34
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,10437,202510,.Edif. Henry Yerly (O),.O_305,V,0930-1050,34
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,20761,202510,.Bloque B,.B_203,M,1230-1350,49
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,20761,202510,.Bloque B,.B_203,J,1230-1350,49
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,20761,202510,.Bloque B,.B_203,V,1230-1350,49
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,21248,202510,.Edif. Richard (R),.R_209,M,1700-1820,50
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,21248,202510,.Edif. Richard (R),.R_209,J,1700-1820,50
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,21248,202510,.Edif. Richard (R),.R_209,V,1700-1820,50
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,76053,202510,.Edif. J.M.Santodomingo (SD),.SD_802,M,1230-1350,26
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,76053,202510,.Edif. J.M.Santodomingo (SD),.SD_802,J,1230-1350,26
MATE-2711 METODOS MATEMATICOS PARA ECONOMISTAS,76053,202510,.Edif. J.M.Santodomingo (SD),.SD_802,V,1230-1350,26
MATE-2727 INTRODUCCIÓN A LA TEORÍA DE COMPUTACIÓN Y LENGUAJES FORMALES,74410,202510,.Edif. Alberto Lleras (LL),.LL_201,L,1600-1750,21
MATE-2727 INTRODUCCIÓN A LA TEORÍA DE COMPUTACIÓN Y LENGUAJES FORMALES,74410,202510,.Edif. Alberto Lleras (LL),.LL_201,J,1600-1750,21
MATE-3101 ALGEBRA ABSTRACTA 2,13578,202510,.Edif. J.M.Santodomingo (SD),.SD_804,M,1400-1550,10
MATE-3101 ALGEBRA ABSTRACTA 2,13578,202510,.Edif. J.M.Santodomingo (SD),.SD_804,J,1400-1550,10
MATE-3106 ALGEBRA CONMUTATIVA,74411,202510,.Edif. Henry Yerly (O),.O_305,M,1400-1550,1
MATE-3106 ALGEBRA CONMUTATIVA,74411,202510,.Edif. Henry Yerly (O),.O_305,V,1400-1550,1
MATE-3120 LOGICA 1,74412,202510,.Edif. Aulas,.AU_207,M,1400-1550,22
MATE-3120 LOGICA 1,74412,202510,.Edif. Aulas,.AU_207,V,1400-1550,22
MATE-3130 TEORIA DE CONJUNTOS 1,74413,202510,.Bloque C,.C_212,I,1200-1350,5
MATE-3130 TEORIA DE CONJUNTOS 1,74413,202510,.centro cívico,.RGD_212-13,V,1200-1350,5
MATE-3145 REPRESENTATION THEORY: THE SYMMETRIC GROUP,74414,202510,.Edif. Mario Laserna (ML),.ML_510,I,1600-1750,4
MATE-3145 REPRESENTATION THEORY: THE SYMMETRIC GROUP,74414,202510,.Edif. Mario Laserna (ML),.ML_510,V,1600-1750,4
MATE-3185 CAMPOS VALUADOS (TIPO E),74436,202510,.Edif. Henry Yerly (O),.O_303,M,1100-1250,3
MATE-3185 CAMPOS VALUADOS (TIPO E),74436,202510,.Edif. Henry Yerly (O),.O_303,V,1100-1250,3
MATE-3245 ESTADÍSTICA DE ALTAS DIMENSION,74443,202510,.Edif. Henry Yerly (O),.O_204,I,1400-1550,3
MATE-3245 ESTADÍSTICA DE ALTAS DIMENSION,74443,202510,.Edif. Henry Yerly (O),.O_204,V,1400-1550,3
MATE-3302 ECUACIONES DE LA FISICA MATEMATICA,74415,202510,.No Requiere,.NOREQ,M,1100-1250,1
MATE-3302 ECUACIONES DE LA FISICA MATEMATICA,74415,202510,.No Requiere,.NOREQ,J,1100-1250,1
MATE-3330 ANÁLISIS FUNCIONAL,74442,202510,.Edif. Aulas,.AU_201,L,1400-1550,7
MATE-3330 ANÁLISIS FUNCIONAL,74442,202510,.Bloque C,.C_210,J,1400-1550,7
MATE-3410 GEOMETRÍA DIFERENC. 2,27038,202510,.Edif. Alberto Lleras (LL),.LL_301,M,0800-0950,22
MATE-3410 GEOMETRÍA DIFERENC. 2,27038,202510,.Edif. Alberto Lleras (LL),.LL_301,J,0800-0950,22
MATE-3420 TOPOLOGIA 1,13083,202510,.Edif. Henry Yerly (O),.O_203,M,1600-1750,6
MATE-3420 TOPOLOGIA 1,13083,202510,.Edif. Henry Yerly (O),.O_203,J,1600-1750,6
MATE-3520 ESTADÍST. MATEMATICA 1,27042,202510,.Edif. Alberto Lleras (LL),.LL_108,M,0800-0950,8
MATE-3520 ESTADÍST. MATEMATICA 1,27042,202510,.Edif. Alberto Lleras (LL),.LL_108,J,0800-0950,8
MATE-3524 MARTINGALAS Y APLICACIONES,74418,202510,.Edif. J.M.Santodomingo (SD),.SD_806,I,0900-1050,2
MATE-3524 MARTINGALAS Y APLICACIONES,74418,202510,.Edif. J.M.Santodomingo (SD),.SD_806,V,0900-1050,2
MATE-3524 MARTINGALAS Y APLICACIONES,74418,202510,.Edif. Mario Laserna (ML),.ML_119,I,0900-1050,2
MATE-3712 TEORIA DE JUEGOS,65753,202510,.Edif. Aulas,.AU_308,M,0930-1050,8
MATE-3712 TEORIA DE JUEGOS,65753,202510,.Edif. Carlos Pacheco Devia(W),.W_203,J,0930-1050,8
MATE-3804 PRACTICA DE ENSEÑANZA,57504,202510,.Edif. Mario Laserna (ML),.ML_113,L,1600-1650,7
MATE-3902 PROYECTO DE GRADO,10242,202510,,,,,2
MATE-3905 SEMINARIO DE PROYECTO DE GRADO 2,67969,202510,,,,,1
MATE-3906 COMUN E INVESTIG. MATEMATICAS,57296,202510,.Edif. Aulas,.AU_305,L,1600-1720,10
MATE-3906 COMUN E INVESTIG. MATEMATICAS,57296,202510,.Edif. Aulas,.AU_305,I,1600-1720,10
MATE-4001 CURSO TUTORIAL DE MAESTRIA,24687,202510,,,,,1
MATE-4002 CURSO TUTORIAL POSTGRADO 2,24688,202510,,,,,1
MATE-4003 CURSO TUTORIAL POSTGRADO 3,67971,202510,,,,,1
MATE-4101 ALGEBRA CONMUTATIVA,74424,202510,.Edif. Henry Yerly (O),.O_305,M,1400-1550,3
MATE-4101 ALGEBRA CONMUTATIVA,74424,202510,.Edif. Henry Yerly (O),.O_305,V,1400-1550,3
MATE-4131 TEORÍA DE CONJUNTOS 1,74425,202510,.Bloque C,.C_212,I,1200-1350,1
MATE-4131 TEORÍA DE CONJUNTOS 1,74425,202510,.centro cívico,.RGD_212-13,V,1200-1350,1
MATE-4145 REPRESENTATION THEORY: THE SYMMETRIC GROUP,74426,202510,.Edif. Mario Laserna (ML),.ML_510,I,1600-1750,3
MATE-4145 REPRESENTATION THEORY: THE SYMMETRIC GROUP,74426,202510,.Edif. Mario Laserna (ML),.ML_510,V,1600-1750,3
MATE-4185 CAMPOS VALUADOS,74437,202510,.Edif. Henry Yerly (O),.O_303,M,1100-1250,3
MATE-4185 CAMPOS VALUADOS,74437,202510,.Edif. Henry Yerly (O),.O_303,V,1100-1250,3
MATE-4190 ANÁLISIS DE FOURIER CON APLICA,74439,202510,.Edif. Henry Yerly (O),.O_401,M,0800-0950,2
MATE-4190 ANÁLISIS DE FOURIER CON APLICA,74439,202510,.Edif. Henry Yerly (O),.O_401,J,0800-0950,2
MATE-4220 MEDIDA E INTEGRACION,17963,202510,.Edif. Alberto Lleras (LL),.LL_304,M,1200-1350,9
MATE-4220 MEDIDA E INTEGRACION,17963,202510,.Edif. Mario Laserna (ML),.ML_119,J,1000-1150,9
MATE-4220 MEDIDA E INTEGRACION,17963,202510,.Edif. Carlos Pacheco Devia(W),.W_205,J,1000-1150,9
MATE-4220 MEDIDA E INTEGRACION,17963,202510,.Bloque C,.C_108,J,1000-1150,9
MATE-4245 ESTADÍSTICA DE ALTAS DIMENSION,74444,202510,.Edif. Henry Yerly (O),.O_204,I,1400-1550,1
MATE-4245 ESTADÍSTICA DE ALTAS DIMENSION,74444,202510,.Edif. Henry Yerly (O),.O_204,V,1400-1550,1
MATE-4330 ANALISIS FUNCIONAL,74427,202510,.Edif. Aulas,.AU_201,L,1400-1550,8
MATE-4330 ANALISIS FUNCIONAL,74427,202510,.Bloque C,.C_210,J,1400-1550,8
MATE-4524 MARTINGALAS Y APLICACIONES,74430,202510,.Edif. J.M.Santodomingo (SD),.SD_806,I,0900-1050,1
MATE-4524 MARTINGALAS Y APLICACIONES,74430,202510,.Edif. J.M.Santodomingo (SD),.SD_806,V,0900-1050,1
MATE-4524 MARTINGALAS Y APLICACIONES,74430,202510,.Edif. Mario Laserna (ML),.ML_119,I,0900-1050,1
MATE-4901 SEMINARIO DE POSTGRADO 1,10005,202510,.Edif. Aulas,.AU_305,L,1100-1220,2
MATE-4902 SEMINARIO DE POSTGRADO 2,10006,202510,,,,,3
MATE-4903 SEMINARIO DE TRABAJO DE GRADO,24703,202510,,,,,2
MATE-4904 TRABAJO DE GRADO,10823,202510,,,,,1
MATE-6902 SEMINARIO DE POSTGRADO 2,45484,202510,,,,,1
MATE-6903 PROYECTO DE TESIS 1,71460,202510,,,,,3
MATE-6904 PROYECTO DE TESIS 2,74432,202510,,,,,1
MATE-6970 EXAMEN DE CONOCIMIENTO,24707,202510,,,,,7
MATE-6971 EXAMEN DE CONOCIMIENTO 2,49080,202510,,,,,3
MATE-6979 PASANTIA,73445,202510,,,,,4
MATE-6980 PRETESIS 1,57358,202510,,,,,1
MATE-6981 PRETESIS 2,63114,202510,,,,,2
MATE-6982 PRETESIS 3,66686,202510,,,,,2
MATE-6984 PRETESIS 4,71463,202510,,,,,2
MATE-6989 TESIS,71465,202510,,,,,2
MATE-6990 DEFENSA DE TESIS,71466,202510,,,,,2
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,11328,202510,.centro cívico,.RGD_110-11,M,1230-1350,36
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,11328,202510,.centro cívico,.RGD_110-11,I,1230-1350,36
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,11401,202510,.Edif. Richard (R),.R_113,I,0930-1050,31
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,11401,202510,.Edif. Richard (R),.R_113,V,0930-1050,31
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,11404,202510,.Edif. Mario Laserna (ML),.ML_514,M,1100-1220,34
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,11404,202510,.Edif. Mario Laserna (ML),.ML_514,J,1100-1220,34
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,11403,202510,.centro cívico,.RGD_312-13,L,0930-1050,14
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,11403,202510,.Edif. Alberto Lleras (LL),.LL_103,J,0930-1050,14
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,68873,202510,.centro cívico,.RGD_202,M,1530-1650,6
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,68873,202510,.centro cívico,.RGD_202,I,1530-1650,6
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,68882,202510,.centro cívico,.RGD_201,M,1230-1350,40
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,68882,202510,.centro cívico,.RGD_201,I,1230-1350,40
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,14811,202510,.Edif. Richard (R),.R_112,M,1230-1350,12
MBIO-1100 BIOLOGÍA CELULAR-TEORÍA,14811,202510,.Edif. Richard (R),.R_112,I,1230-1350,12
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,71490,202510,,,,,21
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72047,202510,,,,,15
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72553,202510,,,,,19
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72554,202510,,,,,12
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72555,202510,,,,,18
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72598,202510,,,,,16
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72556,202510,,,,,7
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72557,202510,,,,,7
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72558,202510,,,,,6
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72559,202510,,,,,20
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72560,202510,,,,,20
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72561,202510,,,,,6
MBIO-1100C COMPLEMENTARIA BIOLOGIA CELULAR,72562,202510,,,,,6
MBIO-1101 BIOLOGIA CELULAR-LABORATORIO,10616,202510,.Bloque J,.J_101,V,0630-0920,14
MBIO-1101 BIOLOGIA CELULAR-LABORATORIO,68897,202510,.Bloque J,.J_105,S,1100-1350,20
MBIO-1101 BIOLOGIA CELULAR-LABORATORIO,10993,202510,.Bloque J,.J_101,V,0930-1220,22
MBIO-1101 BIOLOGIA CELULAR-LABORATORIO,11095,202510,.Bloque J,.J_101,J,1100-1350,20
MBIO-1101 BIOLOGIA CELULAR-LABORATORIO,11125,202510,.Bloque J,.J_102,J,1100-1350,11
MBIO-1101 BIOLOGIA CELULAR-LABORATORIO,13566,202510,.Bloque J,.J_101,M,1100-1350,9
MBIO-1101 BIOLOGIA CELULAR-LABORATORIO,49285,202510,.Bloque J,.J_101,S,1100-1350,10
MBIO-1101 BIOLOGIA CELULAR-LABORATORIO,49287,202510,.Bloque J,.J_105,L,1100-1350,36
MBIO-1101 BIOLOGIA CELULAR-LABORATORIO,66963,202510,.Bloque J,.J_106,L,1100-1350,31
MBIO-1102 BIOLOGÍA DE MICROORGANIMOS,44917,202510,.Centro del Japón (CJ),.CJ_001,M,0800-0950,21
MBIO-1102 BIOLOGÍA DE MICROORGANIMOS,44917,202510,.Edif. Aulas,.AU_103-4,J,0800-0950,21
MBIO-1103 PRÁCTICAS DE LABORATORIO (CICLO 2 DE 8 SEMANAS),42894,202510,.centro cívico,.RGD_106-7,M,1400-1450,48
MBIO-1103L LABORATORIO - PRÁCTICAS DE LABORATORIO (CICLO 2 DE 8 SEMANAS),74450,202510,.Bloque J,.J_105,M,1500-1750,31
MBIO-1103L LABORATORIO - PRÁCTICAS DE LABORATORIO (CICLO 2 DE 8 SEMANAS),75344,202510,.Bloque J,.J_106,M,1500-1750,17
MBIO-2100 BIOQUIMICA-TEORIA,10704,202510,.Edif. J.M.Santodomingo (SD),.SD_807,I,1100-1220,51
MBIO-2100 BIOQUIMICA-TEORIA,10704,202510,.Edif. J.M.Santodomingo (SD),.SD_807,V,1100-1220,51
MBIO-2100C COMPLEMENTARIA BIOQUIMICA,39553,202510,.Edif. J.M.Santodomingo (SD),.SD_801,L,1600-1720,26
MBIO-2100C COMPLEMENTARIA BIOQUIMICA,39554,202510,.Edif. Aulas,.AU_403,J,0630-0750,25
MBIO-2101 BIOQUIMICA-LABORATORIO,10246,202510,.Bloque J,.J_101,V,1400-1650,23
MBIO-2101 BIOQUIMICA-LABORATORIO,10574,202510,.Bloque J,.J_106,S,1000-1250,16
MBIO-2101 BIOQUIMICA-LABORATORIO,13330,202510,.Bloque J,.J_104,J,1400-1650,11
MBIO-2102 BIOLOGIA MOLECULAR-TEORIA,13952,202510,.Edif. J.M.Santodomingo (SD),.SD_715,I,0930-1050,63
MBIO-2102 BIOLOGIA MOLECULAR-TEORIA,13952,202510,.Edif. Mario Laserna (ML),.ML_603,V,0930-1050,63
MBIO-2102C COMPLEMENTARIA BIOLOGIA MOLECULAR,39556,202510,.centro cívico,.RGD_203,L,1100-1220,32
MBIO-2102C COMPLEMENTARIA BIOLOGIA MOLECULAR,55659,202510,.Edif. Aulas,.AU_203,L,1100-1220,31
MBIO-2103 BIOLOGIA MOLECULAR-LABORATORIO,13569,202510,.Bloque J,.J_102,S,0800-1050,23
MBIO-2103 BIOLOGIA MOLECULAR-LABORATORIO,21243,202510,.Bloque J,.J_106,J,1400-1650,18
MBIO-2103 BIOLOGIA MOLECULAR-LABORATORIO,52747,202510,.Bloque J,.J_101,M,0630-0920,20
